student_id,class_id
s_202101531,111103A
s_202101532,111201C
s_202101533,113102B
s_202101534,111202B
s_202101535,113202A
s_202101536,111101B
s_202101537,113101A
s_202101538,112101A
s_202101539,113203C
s_202101540,111202C
s_202101541,111202A
s_202101542,111102A
s_202101543,111202C
s_202101544,111203A
s_202101545,113102B
s_202101547,111202A
s_202101548,112102B
s_202101549,112102C
s_202101550,113201C
s_202101551,112101C
s_202101552,111101B
s_202101553,111102A
s_202101554,113201B
s_202101555,113101B
s_202101556,112102C
s_202101558,113101C
s_202101560,112201B
s_202101561,111102C
s_202101562,111203C
s_202101563,111202C
s_202101564,111102A
s_202101565,112202A
s_202101566,111103A
s_202101567,111101A
s_202101568,112202C
s_202101569,113103C
s_202101570,112103C
s_202101571,113102A
s_202101572,112103A
s_202101573,112102C
s_202101574,112102A
s_202101575,112201B
s_202101576,113203C
s_202101578,112202A
s_202101579,111102C
s_202101580,111103C
s_202101581,112203C
s_202101582,111102A
s_202101583,113103C
s_202101584,112101B
s_202101585,113103A
s_202101586,111201C
s_202101587,113203C
s_202101588,111202B
s_202101590,113103A
s_202101591,111201C
s_202101594,111201C
s_202101595,113103C
s_202101596,112201C
s_202101597,113201B
s_202101598,113201A
s_202101599,113201B
s_202101600,113202B
s_202101601,112202A
s_202101602,111102A
s_202101603,113201B
s_202101604,112201A
s_202101605,111101B
s_202101606,113103C
s_202101609,111203C
s_202101610,111101C
s_202101611,112203A
s_202101612,112203C
s_202101613,113202A
s_202101615,113203C
s_202101616,112103C
s_202101617,112101C
s_202101618,113102C
s_202101619,111101A
s_202101620,111103C
s_202101622,112103A
s_202101623,113102A
s_202101624,112103A
s_202101626,112101B
s_202101627,112102C
s_202101628,112202C
s_202101629,111202C
s_202101630,113203A
s_202101631,112102A
s_202101632,112102A
s_202101633,113102A
s_202101634,112202C
s_202101635,113102B
s_202101636,111102A
s_202101637,111203A
s_202101638,113201A
s_202101639,112103A
s_202101640,111203A
s_202101641,111102A
s_202101642,111101B
s_202101643,113202A
s_202101644,111103A
s_202101645,112201A
s_202101646,112102B
s_202101647,111203A
s_202101648,112102B
s_202101649,112101B
s_202101650,113202C
s_202101651,111101B
s_202101652,113103C
s_202101653,113101A
s_202101655,112201A
s_202101656,111102C
s_202101658,113101A
s_202101659,112103A
s_202101660,111201A
s_202101661,111203C
s_202101662,113102A
s_202101663,113201A
s_202101664,112201C
s_202101665,113103C
s_202101666,111101B
s_202101667,111201C
s_202101668,112103C
s_202101669,111102C
s_202101670,113101B
s_202101671,111203C
s_202101672,113101B
s_202101673,112101A
s_202101674,112101C
s_202101675,111202B
s_202101677,112103A
s_202101678,113101A
s_202101679,111203C
s_202101680,111103A
s_202101681,113203C
s_202101684,112103C
s_202101686,112203A
s_202101687,112202C
s_202101688,111203C
s_202101689,111102C
s_202101690,112103A
s_202101691,113201C
s_202101692,111202B
s_202101693,112101B
s_202101694,111203C
s_202101695,111102C
s_202101696,111203C
s_202101697,112201A
s_202101699,111203C
s_202101700,113201A
s_202101701,113201B
s_202101702,112101B
s_202101703,112102A
s_202101704,111202C
s_202101705,113203C
s_202101706,111201C
s_202101707,113102B
s_202101708,113201B
s_202101709,112201C
s_202101710,112101B
s_202101712,113102B
s_202101713,112201C
s_202101714,111202A
s_202101715,113202B
s_202101716,112203C
s_202101717,113203A
s_202101718,111203C
s_202101719,113203A
s_202101720,112203A
s_202101721,112101A
s_202101723,112203C
s_202101724,111203C
s_202101725,113101B
s_202101726,113103C
s_202101727,112202A
s_202101728,113202B
s_202101729,113103C
s_202101730,113102C
s_202101731,113102A
s_202101732,112203A
s_202101733,111202A
s_202101734,112202C
s_202101735,113201A
s_202101736,113103A
s_202101737,112103A
s_202101738,111103C
s_202101739,112103A
s_202101740,113202B
s_202101741,111202A
s_202101742,111102B
s_202101743,111101A
s_202101745,113203A
s_202101746,112103C
s_202101747,111103C
s_202101748,112203A
s_202101749,113203A
s_202101750,113103A
s_202101751,112201A
s_202101753,112201C
s_202101754,113103A
s_202101755,113203A
s_202101756,112101A
s_202101757,111103A
s_202101758,113203C
s_202101761,111203A
s_202101762,111102B
s_202101763,113203A
s_202101764,113102B
s_202101765,112101A
s_202101766,113101B
s_202101769,113102B
s_202101770,113203C
s_202101771,113102C
s_202101772,112203A
s_202101773,113102A
s_202101774,113203A
s_202101775,111101B
s_202101776,111101A
s_202101777,111203C
s_202101778,112101A
s_202101779,111101B
s_202101780,112102C
s_202101781,113102B
s_202101782,112203A
s_202101783,112103C
s_202101784,111103C
s_202101785,113203A
s_202101787,111201A
s_202101788,111102B
s_202101789,112103C
s_202101790,112103C
s_202101791,112203C
s_202101792,111101B
s_202101794,112202C
s_202101796,113101A
s_202101797,111103A
s_202101799,113202B
s_202101800,112203A
s_202101801,113101A
s_202101802,113102C
s_202101803,113203A
s_202101804,113203A
s_202101805,113103C
s_202101806,112202C
s_202101807,112101A
s_202101808,111201C
s_202101809,112101A
s_202101810,111203C
s_202101811,111103C
s_202101812,113101B
s_202101813,111201A
s_202101814,113201C
s_202101815,112101A
s_202101816,112101A
s_202101817,112201C
s_202101819,111101C
s_202101820,113202C
s_202101821,111201A
s_202101823,112203A
s_202101824,111103C
s_202101825,112101C
s_202101826,111202A
s_202101827,113203C
s_202101828,111202A
s_202101829,111103C
s_202101830,112103C
s_202101831,113101A
s_202101832,113201A
s_202101833,112203A
s_202101834,112102A
s_202101835,111102C
s_202101836,111102C
s_202101837,111202A
s_202101838,113101C
s_202101839,113203C
s_202101840,111203C
s_202101841,113102B
s_202101842,113201A
s_202101843,111101C
s_202101844,112203A
s_202101845,112202B
s_202101846,111102A
s_202101847,113101A
s_202101848,112102A
s_202101849,111103A
s_202101850,112102B
s_202101851,112202B
s_202101852,112202B
s_202101853,111202A
s_202101854,111203C
s_202101855,112103C
s_202101856,112103A
s_202101857,113203A
s_202101858,111101C
s_202101859,113202A
s_202101860,111203C
s_202101861,112102C
s_202101862,112103C
s_202101863,111101B
s_202101864,111203C
s_202101865,112101B
s_202101866,113201B
s_202101867,111203A
s_202101868,113101B
s_202101869,111201C
s_202101870,113201C
s_202101872,111103A
s_202101873,111101B
s_202101874,113201C
s_202101875,112102B
s_202101876,113101B
s_202101877,113201A
s_202101878,112201B
s_202101879,112102C
s_202101880,113203C
s_202101881,113101B
s_202101882,111103C
s_202101883,111103C
s_202101884,112101A
s_202101885,113202B
s_202101886,113203A
s_202101887,111102C
s_202101888,113203A
s_202101889,111201C
s_202101891,112203C
s_202101892,112101A
s_202101893,113203A
s_202101894,111202A
s_202101895,112202B
s_202101896,112202C
s_202101897,113101C
s_202101898,112101A
s_202101899,113102B
s_202101902,111201C
s_202101903,113101B
s_202101904,111203A
s_202101905,111203A
s_202101906,112101B
s_202101907,111103C
s_202101908,113201B
s_202101909,112202B
s_202101910,111101B
s_202101911,112203C
s_202101913,111201A
s_202101914,113103A
s_202101915,112201A
s_202101916,112202B
s_202101917,111102C
s_202101920,113101A
s_202101921,111101B
s_202101922,112203A
s_202101923,112201C
s_202101924,111101A
s_202101925,113103A
s_202101926,112102C
s_202101927,111201B
s_202101928,112202B
s_202101929,112201A
s_202101930,113101B
s_202101931,112103A
s_202101933,111202C
s_202101934,111203C
s_202101935,111201A
s_202101937,111202B
s_202101938,111203A
s_202101940,111201B
s_202101942,111203A
s_202101943,112202C
s_202101944,111201A
s_202101945,113101A
s_202101946,112202C
s_202101947,111202B
s_202101948,112101B
s_202101950,113202C
s_202101952,112101C
s_202101954,112201C
s_202101955,111202A
s_202101956,111201B
s_202101957,113202B
s_202101958,113101C
s_202101959,111101A
s_202101960,111202C
s_202101961,113102A
s_202101962,112202B
s_202101963,111103A
s_202101964,113203A
s_202101965,112101C
s_202101966,112101C
s_202101967,111102B
s_202101969,111103C
s_202101970,113201B
s_202101971,112101C
s_202101972,113203C
s_202101973,111101C
s_202101975,113101B
s_202101976,112201C
s_202101977,113101C
s_202101978,111102B
s_202101979,111202B
s_202101980,113202C
s_202101981,112201B
s_202101982,111103A
s_202101983,112203A
s_202101984,112201C
s_202101985,111103A
s_202101986,112202B
s_202101987,111101B
s_202101988,113101B
s_202101989,113203C
s_202101990,113103C
s_202101991,113103C
s_202101992,111101B
s_202101993,112103C
s_202101994,113201A
s_202101997,111102A
s_202101998,111203C
s_202101999,111201B
s_202102000,113103C
s_202102001,112101B
s_202102002,112201C
s_202102003,111203C
s_202102004,112202A
s_202102005,113202B
s_202102006,112202C
s_202102007,113101A
s_202102008,113202B
s_202102009,111201B
s_202102010,112202B
s_202102011,111102B
s_202102013,111203A
s_202102014,112103C
s_202102015,113102C
s_202102017,113103C
s_202102018,113201C
s_202102019,111101C
s_202102020,111203A
s_202102021,111202C
s_202102022,111202C
s_202102023,112103A
s_202102024,112203A
s_202102025,113101C
s_202102026,111202C
s_202102027,112203A
s_202102028,113201B
s_202102029,111101B
s_202102030,111202B
s_202102031,111101B
s_202102032,111101C
s_202102033,112202C
s_202102034,112101B
s_202102035,111102A
s_202102036,113103C
s_202102037,112202A
s_202102038,113203C
s_202102040,113102A
s_202102041,111102B
s_202102042,112203C
s_202102043,111202C
s_202102044,112102C
s_202102045,112101C
s_202102046,113202C
s_202102047,112101C
s_202102048,111101B
s_202102049,113103A
s_202102050,112101C
s_202102051,112101A
s_202102052,112201B
s_202102053,113102B
s_202102054,111202C
s_202102055,113203C
s_202102056,111202A
s_202102057,111203C
s_202102058,112201A
s_202102060,112202C
s_202102061,113202C
s_202102063,111103A
s_202102064,113201C
s_202102066,112202A
s_202102067,113101B
s_202102068,111101C
s_202102069,113203A
s_202102070,113103A
s_202102071,112201B
s_202102072,113202B
s_202102073,112201A
s_202102074,111201C
s_202102075,112201B
s_202102076,112201A
s_202102077,113201B
s_202102078,113102A
s_202102079,113102B
s_202102080,113202A
s_202102082,111102C
s_202102083,113203C
s_202102084,111101A
s_202102085,111101A
s_202102086,112203A
s_202102088,112203C
s_202102089,113103C
s_202102090,112101A
s_202102092,112203C
s_202102093,111202C
s_202102094,112203C
s_202102096,111103C
s_202102097,111103C
s_202102098,111101B
s_202102100,111101A
s_202102101,111102C
s_202102102,113203C
s_202102103,112103A
s_202102104,113101C
s_202102105,111102B
s_202102106,112201C
s_202102107,112201B
s_202102108,111203C
s_202102109,112101A
s_202102110,111201B
s_202102111,112202A
s_202102112,111202A
s_202102113,111201A
s_202102114,113101A
s_202102115,112202C
s_202102116,111103A
s_202102117,113203A
s_202102118,111202A
s_202102119,112103C
s_202102121,113203C
s_202102122,113202B
s_202102123,112201C
s_202102124,111203C
s_202102125,111202C
s_202102126,111201C
s_202102127,112101A
s_202102128,112203A
s_202102129,113102A
s_202102130,113203A
s_202102131,111103A
s_202102133,113102C
s_202102134,113103A
s_202102135,113202B
s_202102136,113201C
s_202102138,112201A
s_202102139,112103A
s_202102140,111103A
s_202102141,112203C
s_202102142,113201B
s_202102143,113102A
s_202102144,113203A
s_202102145,113102A
s_202102146,113202B
s_202102147,111101A
s_202102148,113202C
s_202102149,111202B
s_202102150,111102C
s_202102152,112201B
s_202102153,113203C
s_202102154,111201C
s_202102155,112101C
s_202102156,111101C
s_202102157,112103A
s_202102158,112101B
s_202102159,113202C
s_202102160,111102B
s_202102161,112101C
s_202102162,111201A
s_202102163,112103C
s_202102164,111201A
s_202102165,113202C
s_202102166,113203A
s_202102167,111101A
s_202102168,111103C
s_202102169,112102A
s_202102170,111103A
s_202102171,113102C
s_202102172,111103C
s_202102173,111201B
s_202102174,113101B
s_202102175,112201C
s_202102176,112101A
s_202102177,112201C
s_202102178,112203A
s_202102179,112203C
s_202102180,113203A
s_202102181,113103A
s_202102182,111201B
s_202102183,112203A
s_202102184,111101A
s_202102185,111203C
s_202102186,112102B
s_202102187,112101C
s_202102188,111202C
s_202102189,111102C
s_202102190,112103A
s_202102192,112103A
s_202102193,112202A
s_202102194,111102B
s_202102195,111101A
s_202102196,113202C
s_202102197,112102B
s_202102198,111101B
s_202102199,111103A
s_202102201,112101C
s_202102202,112101C
s_202102203,111101A
s_202102204,111202C
s_202102205,111101B
s_202102206,113102A
s_202102207,113203A
s_202102208,112103C
s_202102209,111201A
s_202102210,112103C
s_202102211,113201A
s_202102212,111202C
s_202102213,113201A
s_202102214,111202A
s_202102215,113201B
s_202102216,111203C
s_202102217,111201A
s_202102218,111101B
s_202102219,111201B
s_202102220,111102C
s_202102221,111202A
s_202102222,113203A
s_202102223,112101A
s_202102224,112102B
s_202102225,113103C
s_202102227,111102C
s_202102228,111102A
s_202102229,113102C
s_202102230,113201C
s_202102232,111103C
s_202102233,113201A
s_202102234,112201B
s_202102235,111201B
s_202102236,111201C
s_202102237,111102B
s_202102238,112203A
s_202102239,111101C
s_202102240,113101C
s_202102241,112201A
s_202102242,111102C
s_202102243,112202A
s_202102244,111201B
s_202102245,111103C
s_202102247,112203A
s_202102248,111103C
s_202102249,112202C
s_202102250,111202C
s_202102251,111202A
s_202102252,112101B
s_202102253,111102A
s_202102254,111103C
s_202102255,113201C
s_202102256,113101A
s_202102257,112102C
s_202102258,111202C
s_202102259,111101B
s_202102260,111101B
s_202102262,113203A
s_202102263,113103C
s_202102264,111201A
s_202102265,113101A
s_202102267,111102C
s_202102269,113203A
s_202102271,112201A
s_202102272,113102B
s_202102273,113203C
s_202102274,111101A
s_202102275,112102C
s_202102276,111101B
s_202102278,113102B
s_202102279,113202A
s_202102280,112102C
s_202102281,111201B
s_202102282,111101B
s_202102283,113103A
s_202102284,112102A
s_202102285,112102C
s_202102286,111202B
s_202102287,112101C
s_202102288,111102A
s_202102289,112101A
s_202102291,112202B
s_202102292,111203A
s_202102293,111101A
s_202102294,113101B
s_202102295,112102C
s_202102296,112201C
s_202102297,111202B
s_202102298,111103A
s_202102299,113102C
s_202102300,111202B
s_202102301,113101A
s_202102302,111201B
s_202102303,111102C
s_202102304,111101C
s_202102305,113201C
s_202102306,112201B
s_202102307,111203C
s_202102308,111101B
s_202102309,112101B
s_202102310,111102A
s_202102311,112101A
s_202102312,112101A
s_202102313,111101C
s_202102314,112102C
s_202102315,111203A
s_202102316,113102B
s_202102318,111203C
s_202102319,113203A
s_202102320,111201B
s_202102322,111203A
s_202102323,111102C
s_202102324,111201A
s_202102325,112101A
s_202102326,111203C
s_202102327,113203A
s_202102328,112202A
s_202102329,112201A
s_202102333,113103A
s_202102334,113203A
s_202102335,112103C
s_202102336,112101C
s_202102337,112103C
s_202102338,112102C
s_202102339,113102C
s_202102340,112102C
s_202102341,113203A
s_202102342,112102C
s_202102343,111101B
s_202102344,113102B
s_202102345,113202C
s_202102346,111102C
s_202102347,111203C
s_202102348,112202A
s_202102349,112201C
s_202102350,112102B
s_202102351,112102A
s_202102352,112101A
s_202102353,112102B
s_202102354,112203A
s_202102355,112202A
s_202102356,112101C
